Comment,Emotion
i feel so much more comfortable with myself now that im not trying to dress a certain way that isnt really me,Joy
i really want to write and still feel like ive not been useful that day,Joy
i feel envious and embarrassed,Anger
im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,Fear
i feel were most successful sodden shattered squeeze sardonic and squat,Joy
i see how strong and bright you are and as you meet your milestones weeks early i feel assured that my gut was always right,Joy
i honestly never expected to feel so vulnerable,Fear
i don t feel super strongly about it,Joy
i did feel complacent that now in britain with the immediate rain life would be that little bit more familiar but nonetheless i have the memories the photos and now i have a goal to work for my gap year and i would be working on that as early as saturday when i would be earning,Joy
i will feel so glad to go sing me to sleep sing me to sleep i dont want to wake up on my own anymore,Joy
i feel like thats what vicious circle is,Anger
i keep feel irritated,Anger
i travel i feel like men expect me to be neurotic superficial and easy only sometimes true,Fear
i always feel a bit anxious before i preceptor because i am still learning,Fear
i have now lived in virginia for about eight whole months and it feels super weird,Joy
i go snowboarding feeling very apprehensive,Fear
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,Fear
i feel to write something is making me reluctant,Fear
im there i simply feel contented,Joy
i do feel that running is a divine experience and that i can expect to have some type of spiritual encounter,Joy
i am not really in financial straits yet so why do i feel so insecure,Fear
i joke about her leaving me or tell her that i know shes going to fall in love with the city the country the people and never come back theres a place deep in my mind parallel to the empty sick feeling in my stomach that is terrified she really wont come back,Fear
i feel like im the mad hatter rather than alice,Anger
i suddenly feel a lot smarter and more talented than i did last night,Joy
i am feeling mad at him as he didnt reply got me very worried,Anger
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,Anger
im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,Fear
im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,Fear
i am feeling a little sarcastic today,Anger
